Title,Price sale,Price origin,Màn hình,CPU,RAM,Ổ cứng,Đồ họa,Hệ điều hành,Trọng lượng,Kích thước,Xuất xứ,Năm ra mắt,urlre","AMD, Ryzen 5, 7520U","8 GB (1 thanh 8 GB), DDR4",SSD 256 GB,AMD Radeon Graphics,Windows 11 Home Single Language,1.36 kg,32.4 x 21.5 x 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-245-g10-r5-7520u-9h8x8pt
"Laptop Asus TUF Gaming FX506HC-HN144W i5 11400H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11 (No.00807493)",21.990.000₫,,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti-glare LED-backlit","Intel, Core i5, 11400H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11,2.3 kg,359.0 x 256.0 x 22.8 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506hc-hn144w-i5-11400h
"Laptop HP 15-fd0083TU i7 1355U/16GB/512GB/15.6""FHD/Win11 (No.00900039)",22.490.000₫,,"15.6 inch, 1920 x 1080 Pixels, SVA, 60 Hz, LCD","Intel, Core i7, 1355U",16 GB,SSD 512 GB,,Windows 11,1.59 kg,35.98 x 23.6 x 1.86 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-15-fd0083tu-i7-1355u
"Laptop Lenovo IdeaPad Slim 5 16IAH8 i5 12450H/16GB/512GB/16""WUXGA/Win11 (No.00884149)",15.490.000₫,17.490.000₫,"16 inch, 1920 x 1200 Pixels, IPS, 60 Hz, 300 nits, Anti - Glare","Intel, Core i5, 12450H","16 GB (2 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,Intel UHD Graphics,Windows 11 Home Single Language,1.89 kg,356 x 251 x 17.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-16iah8-i5-12450h
Laptop HP Pavilion 15-eg3112TU i7 1355U/16GB/512GB/15.6''FHD/Win11 (No.00900043),25.290.000₫,,"15.6 inch, FHD (1920 x 1080), IPS, Hãng không công bố Hz, LCD","Intel, Core i7, 1335U","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,,Windows 11 Home Single Language,1.68 kg,36.02 x 23.4 x 1.8 (W x D x H) cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg3112tu-i7-1355u
"Laptop Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H/32GB/512GB/15.6""FHD/RTX2050 4GB/Win11 (No.00907314)",22.990.000₫,,"15.6 inch, FHD (1920 x 1080), IPS, 144, FHD","Intel, Core i5, 13420H","32 GB, DDR4",SSD 512 GB,NVIDIA GeForce RTX 2050; Intel UHD Graphics,Windows 11 Home,1.7 kg,361  x 237  x 17.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-aspire-5-a515-58g-53cm-i5-13420h
"Laptop Lenovo ThinkBook 14 G6 IRL i5-13500H/16GB/512GB/14""WUXGA/Win11 (No.00906632)",20.890.000₫,,"14 inch, 1920 x 1200 Pixels, IPS, 60, 300 nits, Anti-Glare LED-Backlit Display","Intel, Core i5, 13500H","16 GB (2 thanh 8 GB), DDR5, 5200 MHz",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,1.38 kg,313.5 x 224 x 16.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkbook-14-g6-irl-i5-13500h
"Laptop MSI Gaming GF63 Thin 12UC-1006VN i5 12450H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 4GB/Win11 (No.00904737)",19.990.000₫,,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS","Intel, Core i5, 12450H","16 GB, DDR4, 3200 MHz",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11 Home Single Language,1.86 kg,359 x 254 x 21.7 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-12uc-1006vn-i5-12450h
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-alpha-15-b5eek-203vn-r5-5600h
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-b12mo-628vn-i5-1235u
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/msi-summit-e14-evo-a12m-211vn-i7-1280p
Laptop MSI Gaming Raider GE77HX 12UHS-229VN i9 12900HX/64GB/2TB/17.3UHD/Nvidia RTX 3080Ti 16GB/Win11 (No.00882688),126.990.000₫,,"17.3 inch, 3840 x 2160 Pixels, IPS, 120 Hz, IPS","Intel, Core i9, 12900HX","64 GB, DDR5, 4800 MHz",SSD 2 TB,NVIDIA GeForce RTX 3080 Ti 16GB; Intel Iris Xe Graphics,Windows 11 Home,2.9 kg,397 x 284 x 25.9 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-raider-ge77hx-12uhs-229vn-i9-12900hx
MacBook Pro 14 2023 M3 Pro 11 CPU/14GPU/36GB/512GB (No.00905860),59.990.000₫,,"14.2 inch, 3024 x 1964 Pixels, IPS, 120, 1600 nit, Liquid Retina XDR","Apple, M3 Pro, 11-core","36 GB, Hãng không công bố",SSD 512 GB,Apple M3 Pro 14-core GPU,Sonoma,1.61 kg,1.55 x 31.26 x 22.12 cm,Trung Quốc,10/2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-pro-11-cpu-14-gpu-36gb-512gb
MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB (No.00905256),59.990.000₫,,"14.2 inch, 3024 x 1964 Pixels, IPS, 120 Hz, 1600 nit, Liquid Retina XDR","Apple, M3 Pro, 12-Core","18 GB, Hãng không công bố",SSD 1 TB,Apple M3 Pro 18-core GPU,Sonoma,1.61 kg,"1,55 x 31,26 x 22,12 cm",Trung Quốc,10/2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-pro-12-cpu-18-gpu-18gb-1tb
Laptop Asus Zenbook 14 Duo OLED UX8406MA-PZ142W U9 185H/AI/32GB/1TB/14'' 3K Touch/Intel Arc Graphics/Win11 (No.00907523),58.990.000₫,59.990.000₫,"14 inch, 2880 x 1800 Pixels Màn hình chính:, OLED, 120, OLED","Intel, Core Ultra 9, 185H","32 GB, LPDDR5X, 7467 MHz",SSD 1 TB,Intel Arc Graphics,Windows 11 Home,1.65 kg,31.35 x 21.79 x 1.46 ~ 1.99 cm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-duo-oled-ux8406ma-pz142w-u9-185h
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-pro-11-cpu-14-gpu-18gb-512gb
"Laptop Lenovo ThinkPad X1 Carbon Gen 9 i7 1165G7/16GB/512GB/14""WUXGA/Win 11 (No.00825873)",47.990.000₫,52.990.000₫,"14.0 inch, 1920 x 1200 Pixels, IPS, 60 Hz, 400 nits, IPS","Intel, Core i7, 1165G7","16 GB, LPDDR4X, 4266 MHz",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,1.133 kg,315 x 221.6 x 14.9 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-x1-carbon-gen-9-i7-1165g7-20xw00gdvn
"Laptop MSI Gaming Sword 16 HX B14VGKG-038VN i7-14700HX/16GB/1TB/16""QHD+/RTX4070_8GB/Win11_Balo (No.00907721)",45.990.000₫,,"16 inch, 2560 x 1600 Pixels, IPS, 240, 400 nits, QHD+","Intel, Core i7, 14700HX","16 GB (2 thanh 8 GB), DDR5, 5600 MHz",SSD 1 TB,NVIDIA Geforce RTX 4070 8GB GDDR6,Windows 11 Home Single Language,2.3 kg,359 x 266.4 x 21.8-27.7 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-sword-16-hx-b14vgkg-038vn-i7-14700hx
"Laptop MSI Gaming Sword 16 HX B14VFKG-045VN i7 14700HX/16GB/1TB/16""QHD+/RTX4060 8GB/Win11/Balo (No.00907593)",39.990.000₫,,"16 inch, 2560 x 1600 Pixels, IPS, 240, Anti-Glare LED-Backlit Display","Intel, Core i7, 14700HX","16 GB (2 thanh 8 GB), DDR5, 5600 MHz",SSD 1 TB,NVIDIA GeForce RTX 4060 8GB,Windows 11 Home Single Language,2.3 kg,359 x 266.4 x 21.8-27.7 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-sword-16-hx-b14vfkg-045vn-i7-14700hx
"Laptop MSI Gaming Katana 15 B13VGK-1211VN i7 13620H/16GB/1TB/15.6""FHD/RTX 4070 8GB/Win11/Balo (No.00884858)",41.990.000₫,,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS FHD","Intel, Core i7, 13620H","16 GB (2 thanh 8 GB), DDR5, 5200 MHz",SSD 1 TB,NVIDIA Geforce RTX 4070 8GB GDDR6; Intel Iris Xe Graphics,Windows 11 Home,2.29 kg,359 x 259 x 24.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vgk-1211vn-i7-13620h
MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/512GB (No.00905263),38.790.000₫,39.990.000₫,"14.2 inch, 3024 x 1964 Pixels, IPS, 120 Hz, 1600 nit, Liquid Retina XDR","Apple, M3, 8 - Core","8 GB, Hãng không công bố",SSD 512 GB,Apple M3 8-core GPU,Sonoma,1.55 kg,"1,55 x 31,26 x 22,12 cm",Trung Quốc,10/2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-8-cpu-10-gpu-8gb?dung-luong=512gb
"Laptop MSI Creator M16 B13VE-830VN i7 13700H/16GB/512GB SSD/16""FHD/RTX4050 8GB/Win 11 (No.00881433)",39.990.000₫,,"16.0 inch, 1920 x 1200 Pixels, IPS, 144 Hz, IPS","Intel, Core i7, 13700H","16 GB, DDR5, 5200 MHz",SSD 512 GB,NVIDIA GeForce RTX 4050 6GB GDDR6,Windows 11 Home,2.26 kg,359 x 259 x 23.95 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-creator-m16-b13ve-830vn-i7-13700h
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-15-m2-2023-8cpu-10gpu-8gb-512gb-sac-70w
"Laptop Acer Swift Edge SFA16-41-R3L6 R7 6800U/16GB/1TB/16"" WQUXGA/Win11 (No.00884868)",34.990.000₫,39.990.000₫,"16.0  Chính: inch, 3840 x 2400 Pixels Màn hình chính:, OLED, 60  Màn hình chính: Hz, Acer CineCrystalTM LED-backlit TFT LCD Chính:","AMD, Ryzen 7, 6800H","16 GB (1 thanh 16 GB), LPDDR5, 6400 MHz",SSD 1 TB,AMD Radeon Graphics,Windows 11 Home,1.1 kg,356.7 (W) x 242.3 (D) x 12.95/13.95 (H) mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-edge-sfa16-41-r3l6-r7-6800u
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-oled-ux3405ma-pp152w-ultra-7-155h
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m3-13-2024-8cpu-10gpu-8gb-512gb
Macbook Air M3 15 2024 8CPU 10GPU/8GB/256GB (No.00907139),32.990.000₫,,"15.3 inch, 2880 x 1864 Pixels, IPS, 60, 500 nits, Liquid Retina","Apple, M3, 8 - Core","8 GB (1 thanh 8 GB), LPDDR4",SSD 256 GB,,Ventura,1.51 kg,34.04 x 23.76 x 1.15 cm,Trung Quốc,03/2024,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m3-15-2024-8cpu-10gpu-8gb?dung-luong=256gb
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx507vv-lp181w-i7-13620h
"Laptop Lenovo Gaming LOQ - 15IRX9 i7 13650HX/AI/16GB/512GB/15.6""FHD/RTX4060 8GB/Win 11 (No.00906625)",33.990.000₫,,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, 300 nits, Anti -glare LED-Backlit Display","Intel, Core i7, 13650HX","16 GB (1 thanh 16 GB), DDR5, 4800 MHz",SSD 512 GB,NVIDIA GeForce RTX 4060 8GB,Windows 11 Home Single Language,2.38 kg,359.86 x 258.7 x 21.9-23.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15irx9-i7-13650hx?card-do-hoa=rtx4060-8gb
Laptop Asus TUF Gaming F15 FX507VU-LP197W i7 13620H/32GB/512GB/15.6'' 144Hz/Nvidia RTX 4050 6GB/Win 11 (No.00906614),30.990.000₫,33.990.000₫,"15.6 inch, 1920 x 1200 Pixels, IPS, 144, Anti-Glare","Intel, Core i7, 13620H","32 GB (2 thanh 16 GB), DDR5",SSD 512 GB,NVIDIA GeForce RTX 4050 6GB GDDR6; Intel Iris Xe Graphics,Windows 11 Home,2.2 kg,35.4 x 25.1 x 2.24 ~ 2.49 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-f15-fx507vu-lp197w-i7-13620h
"Laptop MSI Gaming Katana A15 AI B8VF-419VN R7-8845HS/16GB/512GB/15.6""FHD/RTX4060_8GB/Win11_Balo (No.00907723)",30.990.000₫,,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, 250 nits, FHD","AMD, Ryzen 7, 8845HS","16 GB (2 thanh 8 GB), DDR5, 5600 MHz",SSD 512 GB,NVIDIA GeForce RTX 4060 8GB,Windows 11 Home Single Language,2.25 kg,359 x 259 x 24.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-a15-ai-b8vf-419vn-r7-8845hs
Macbook Air M2 13 inch 2022 8CPU 10GPU/16GB/256GB (No.00907331),29.990.000₫,,"13.6 inch, 2560 x 1644 Pixels, IPS, 60, Retina","Apple, M2, 8 - Core","16 GB, LPDDR4",SSD 256 GB,,Ventura,1.2 kg,30.41 x 21.5 x 1.13 cm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-13-inch-2022-8cpu-10gpu-16gb?dung-luong=256gb
"Laptop MSI Gaming Cyborg 15 AI A1VE-053VN Ultra 7 155H/16GB/512GB/15.6""FHD/RTX4050 6GB/Win11/Balo (No.00906451)",30.990.000₫,,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, Anti-Glare LED-Backlit Display","Intel, Core Ultra 7, 155H","16 GB (2 thanh 8 GB), DDR5, 5600 MHz",SSD 512 GB,NVIDIA GeForce RTX 4050 6GB GDDR6,Windows 11 Home Single Language,1.98 kg,359.36 x 250.34 x 21.95-22.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-ai-a1ve-053vn-ultra-7-155h
"Laptop Asus Zenbook Flip UP3404VA-KN039W i7 1360P/16GB/512GB/14"" OLED Touch/Win11 (No.00890477)",29.990.000₫,33.990.000₫,"14 inch, 2880 x 1800 Pixels, 2880 x 1800 Pixels Màn hình chính:, IPS, 90 Hz, 400 nits, OLED","Intel, Core i7, 1360P","16 GB, LPDDR5, DDR5, 4800 MHz",SSD 512 GB,Intel UHD Graphics 605,Windows 11 Home,1.5 kg,31.15 x 22.34 x 1.59 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-flip-up3404va-kn039w-i7-1360p
"Laptop MSI Gaming Katana 15 B13VFK-676VN i7 13620H/16GB/1TB/Geforce RTX 4060 8GB/15.6""FHD/Win11 - Balo (No.00863509)",29.990.000₫,31.990.000₫,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS","Intel, Core i7, 13620H","16 GB (2 thanh 8 GB), DDR5, 5200 MHz",SSD 1 TB,NVIDIA GeForce RTX 4060 8GB; Intel UHD Graphics,Windows 11 Home,2.25 kg,359 x 259 x 24.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vfk-676vn-i7-13620h
"Laptop LG Gram 14T90R-G.AH55A5 i5 1340P/16GB/512GB/14""WUXGA/Win11 (No.00881938)",28.990.000₫,37.990.000₫,"14.0 inch, 1920 x 1200 Pixels, IPS, 60 Hz, Anti - Glare","Intel, Core i5, 1340P","16 GB, LPDDR5, 5200 MHz",SSD 512 GB,Intel Iris Plus Graphics,Windows 11 Home,1.25 kg,31.4 x 21.95 x 1.68 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lg-gram-14t90r-gah55a5-i5-1340p
"Laptop Asus TUF Gaming FX507ZV4-LP042W i7 12700H/16GB/512GB/15.6""/Nvidia RTX 4060 8GB/Win11 (No.00898378)",33.490.000₫,,"15.6 inch, 1920 x 1080 Pixels, 1920 x 1080 Pixels Màn hình chính:, IPS, 144 Hz, Anti-Glare","Intel, Core i7, 12700H",16 GB,SSD 512 GB,NVIDIA GeForce RTX 4060 8GB,Windows 11 Home,2.2 kg,35.4 x 25.1 x 2.24 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx507zv4-lp042w-i7-12700u
"Laptop MSI Gaming Katana A15 AI B8VE-402VN R7 8845HS/16GB/512GB/15.6""FHD/RTX4050 6GB/Win 11/Balo (No.00906452)",28.990.000₫,,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, Anti-Glare LED-Backlit Display","AMD, Ryzen 7, 8845HS","16 GB (2 thanh 8 GB), DDR5, 5600 MHz",SSD 512 GB,NVIDIA GeForce RTX 4050 6GB GDDR6,Windows 11 Home Single Language,2.25 kg,359 x 259 x 24.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-a15-ai-b8ve-402vn-r7-8845hs
"Laptop Dell Inspiron 14 2in1 T7430 i7 1355U/16GB/512GB/14.0"" FHD+/Win11/Office HS21/Bút (No.00904931)",28.490.000₫,29.490.000₫,"14 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 250 nits, Wide-Viewing Angle (WVA)","Intel, Core i7, 1355U","16 GB, LPDDR5, 4800 MHz",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,1.62 kg,314 x 226.56 x 15.54~17.47 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-14-2in1-t7430-i7-1355u
"Laptop Asus Zenbook 14 OLED UX3405MA-PP151W Intel Core Ultra 5 125H/AI/ 16GB/512GB/14"" 3K/Intel Arc Graphics/Win11 (No.00905799)",27.990.000₫,28.990.000₫,"14 inch, 2880 x 1800 Pixels, OLED, 120, OLED","Intel, Ultra 5 Meteor Lake, Core Ultra 5, 125H","16 GB (1 thanh 16 GB), LPDDR5X",SSD 512 GB,Intel Arc Graphics,Windows 11 Home,1.2 kg,31.24 x 22.01 x 1.49 ~ 1.49 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-oled-ux3405ma-pp151w-ultra-5-125h
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-oled-ux3405ma-pp588w-ultra-5-125h
Macbook Air M3 13 2024 8CPU 8GPU/8GB/256GB (No.00907149),27.990.000₫,,"13.6 inch, 2560 x 1644 Pixels, IPS, 60, 500 nits, Liquid Retina","Apple, M3, 8 - Core","8 GB (1 thanh 8 GB), LPDDR4",SSD 256 GB,,Ventura,1.24 kg,30.41 x 21.5 x 1.13 cm,Trung Quốc,03/2024,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m3-13-2024-8cpu-8gpu-8gb-256gb
,,,,,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-g6-kf-h3vn853sh-i7-13620h
MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB (No.00881927),32.890.000₫,,"15.3 inch, 2960 x 1848 Pixels, 2880 x 1800 Pixels, OLED, 60 Hz, 500 nits, Liquid Retina","Apple, M2, 8 - Core","8 GB, Hãng không công bố, Hãng không công bố MHz",SSD 512 GBSSD 256 GB,Apple M2 GPU 10 nhân,Ventura,1.51 kg,23.76 x 34.04 x 1.15 cm,Trung Quốc,06/2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2023-15-inch?dung-luong=256gb
"Laptop Acer Swift Go AI SFG14-73-71ZX Intel Core Ultra 7 155H/16GB/512GB/14"" 2.8K/Intel Arc Graphics/Win11 (No.00907712)",26.990.000₫,,"14 inch, 2880 x 1800 Pixels, IPS, 60, Acer ComfyView LED-backlit","Intel, Core Ultra 7, 155H","16 GB (1 thanh 16 GB), LPDDR5X",SSD 512 GB,Intel Arc Graphics,Windows 11 Home Single Language,1.32 kg,31.29 x 21.79  x 1.49 cm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-go-ai-sfg14-73-71zx-ultra-7-155H
